Net Income / Liabilities,5Y Historical Revenue Growth,5Y Historical EBITDA Growth,5Y Hist Op. Cash Flow Growth,5Y Historical EPS Growth,Forward PE Ratio,Enterprise Value,PB Ratio,Dividend Yield,PE Premium vs Sector,Domestic Institutional Holding,Mutual Fund Holding,Promoter Holding,Foreign Institutional Holding
9.43620554209971,12.0273230443016,13.8379226922073,-7.24271183433771,8.34097790036283,25.0888549402225,1879599.21004169,2.10090940823196,0.281831006567143,87.531276750244,13.620915248276,4.81710043130649,50.6146056073462,24.7488711473213
75.6226098311725,8.41039810384563,7.49721337054894,15.2187688083482,7.10083463569,35.213843159406,1328550.09301858,15.5963756832734,1.03464706282758,8.06468914205505,7.93006445223003,3.3230002128981,72.186191235144,14.9784877021225
2.00326773562655,15.9518576043771,16.8871162635271,,17.890163584322,21.3514842052934,699996.51490988,3.89956648540557,0.436649563619828,-2.2877448310443,22.978635089408,14.9831981404308,25.7986836149732,37.4654550834213
62.97308731166,9.38609950729885,8.29750809584282,820636.2749098800000,9.09814386803376,33.9542389914533,756200.97598866,10.1260839257724,1.4741967999751,3.64457064882026,16.3031649057839,12.7910687411992,13.1177473443726,33.1744699336287
1.3039495785159,9.73431931320186,12.559349560451,42.3103199623919,11.4944885994141,21.9145112599212,362296.84190316,2.99253194662075,0.276496031082541,3.14391200375521,43.7588934994836,28.2001595251099,0,45.2944206016808
37.9882162881308,7.77130168152762,13.0225916893749,17.0467877478532,13.0475208670481,53.9459273159779,486737.83122871,10.3555128785321,1.92667138802869,40.0620246008029,10.8586330791351,3.23735503405188,61.9006753013708,14.7059847211842
0.49028536512239,7.09993789816186,12.3119208750884,44.0908626219877,9.35317831639058,13.499579811997,109845.14289146,1.57063785861658,0.796971508268579,-24.2240359188178,24.0937125006262,12.9078500948825,57.6046510974987,10.3741458615426
2.82394565034122,22.3462647763331,15.9513005748458,,10.4083876513339,32.4016817375041,890516.68331285,2.64243888831806,0.948069936354097,-11.4846185207095,16.58414781417,9.40749390904166,0,72.1448596094829
3.2834637585186,29.4744646852161,25.6016487441669,,24.3986745055764,56.2233119680507,552513.30954736,11.4588929899029,0.142199267505143,262.79366405958,10.1132730128544,7.4346963936516,56.0336816939529,22.845590940717
,1.72618558721427,1.11865275736915,11.5233963999966,,49.5899249144928,583565.74589812,5.12210096074587,,-48.1520508436095,19.4839753758727,11.7805796808364,55.9324359445867,19.3671156210533
