Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Profit Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
Clariant Chemicals India Ltd,CLNINDIA,Specialty Chemicals,1085.07532398,488.25,4.93754697843102,41.5182029434547,27.5993720565149,21.9441809376404,14.2709189060971,35.2029557142144,12.3373915927895,-6.27791024155249,0.130153974607696,0.0491147073991307
Oriental Hotels Ltd,ORIENTHOT,"Hotels, Resorts & Cruise Lines",1084.0970226,58.45,-15.2068596240707,-14.527928919321,-8.91537336017908,-57.9028589993502,12.2762745629546,-20.1348278102664,136.38504926117,10.6119279346886,56.0669270371028,51.5111840937334
BF Investment Ltd,BFINVEST,Asset Management,1084.07433384,288.15,4.06005143567657,10.662061254642,9.68308135296955,73.4391330656252,78.2329456255125,98.3965014577259,-14.7801866338821,11.3278299618186,0,0
Tamilnadu Newsprint & Papers Ltd,TNPL,Paper Products,1076.916936,160.75,-16.5374222358722,-3.93512363733052,-1.12664652243908,-2.00242923694286,15.4456247305132,10.1462154640919,-6.67056959769399,-12.6135513867539,171.183075834341,122.941939039436
Moschip Technologies Ltd,MOSCHIP,Software Services,1072.2961065,65,-117.190831311475,-15.882659260545,-5.81783500238436,-8.55780022446689,-8.19928299646519,8.09951365506921,148.128890241697,6.54146755087197,119.304873441632,0.28333962976955
63 Moons Technologies Ltd,63MOONS,IT Services & Consulting,1061.64949248,219.6,-16.734701962169,-2.05046987241126,-1.8808991195886,-25.214626391097,4.9447868361668,-16.7925278219396,172.848616386327,23.4470491821001,0,0
Ester Industries Ltd,ESTER,Commodity Chemicals,1059.93467689,130.6,7.70917649930904,29.5528066461036,17.7087693764128,13.7525756696741,13.9115829908375,23.9262208174125,-0.981960496603467,24.16694056799,39.1655711081896,18.2062485499961
Ganesh Housing Corp Ltd,GANESHHOUC,Real Estate,1059.32690955,216.05,-10.0639075579517,-16.1142664686701,-8.41107679522472,-58.9262721827241,16.2729914388645,-21.1218720259755,272.13125695,22.0117056289979,69.4511874246719,39.8784566025565
Andrew Yule & Co Ltd,ANDREWYU,Tea & Co?ee,1053.68935759,21.15,29.9940039165955,9.73764084653445,5.6756494765413,9.72941534882433,6.34945876876453,8.01783587669981,-13.9248389912477,-2.61800950204728,18.4836000633814,0.142608144509586
India Nippon Electricals Ltd,INDNIPPON,Auto Parts,1050.42582344,460.2,26.5058244622761,9.10228877889684,7.06152777035334,7.92584148317033,14.8932097487466,12.3037539249215,10.6431923332167,10.6183669286214,1.01556610049226,0.778305024613065
Choice International Ltd,CHOICEIN,Investment Banking & Brokerage,1047.61258,215.9,62.6937510472772,7.01747018310095,2.88960365221,9.50457880666627,13.0557973628687,14.7318127524032,107.17536115312,38.5561463476661,57.5349756690998,9.96806569343066
Orient Green Power Company Ltd,GREENPOWER,Renewable Energy,1047.259947915,14.2,-18.1973926657689,-12.1439122177675,-2.89051454172411,-21.2251973150402,67.557150567365,63.5317548130117,593.901247965274,7.26490905457768,297.467560117434,259.180654848614
Bharat Bijlee Ltd,BBL,Heavy Electrical Equipments,1046.8384588,1821.9,40.154908277714,3.01772784887051,1.91967129218839,3.43999472191065,9.5156380274908,8.64155175826349,40.5093194828741,16.5295260565868,25.2717866436278,0.715850535345121
Banco Products (India) Ltd,BANCOINDIA,Auto Parts,1045.96025625,144.65,9.1976807619592,14.7836147836148,9.99643988906518,7.37675142708874,12.3140473154404,12.1386870783601,-15.3324685098218,-6.79527169068543,1.7177069879169,0.712190529073066
Suven Life Sciences Ltd,SUVEN,Pharmaceuticals,1044.35273199,82.35,-14.4727374167129,-57.4156588160407,-46.5023360721766,-339.896373056995,-126.516507058228,-340.037682524729,-6.15215657411184,-13.1496331730553,4.40699935191186,2.51828534394963
Mangalam Cement Ltd,MANGLMCEM,Cement,1042.83502665,386,9.56904961139658,17.3337680825175,6.34504762570158,8.18672155531184,13.9336449133336,21.8933577728031,29.5891136002995,4.9543089997909,88.0181356653412,60.2218537701935
Visaka Industries Ltd,VISAKAIND,Cement,1041.52297704,613.9,9.41362054446857,19.5489120351965,11.6929645638917,9.57814271986701,13.9812633758986,17.4924034524253,10.9500890248767,19.4448007126554,18.4202131053404,12.2025138773687
Bhageria Industries Ltd,BHAGERIA,Specialty Chemicals,1039.3861467,239.7,16.5877137998723,14.676879113672,11.3811392037199,15.4164103825809,24.6894783128703,26.5690736868004,32.00134064368,8.56974739306582,6.95831211671722,0
Vadilal Industries Ltd,VADILALIND,FMCG - Foods,1038.8570699,1405.4,224.860837640691,1.85263157894738,0.809503784693024,0.961858760826121,12.3772237012444,10.8198700866089,34.4045677339611,10.5942189127862,57.0252207812873,22.7504176943273
Wendt (India) Limited,WENDT,Industrial Machinery,1038.34,5118.1,81.3746081504702,9.07991176261297,6.93874221702602,9.07668231611894,18.558685889983,18.9216104709063,46.2981257416416,21.9362320307132,0.697447342725624,0
RSWM Ltd,RSWM,Textiles,1035.53052274,443.7,49.6657325055159,2.72695169960369,0.973687098529189,0.881446502327267,8.93800067893437,9.05543600952046,109.587921413901,0.0293248567267534,116.612151598197,42.2363386080346
Syncom Formulations (India) Ltd,SYNCOMF,Pharmaceuticals,1034.081147,11.43,35.4380105209048,17.5129036130116,12.3604786614423,11.5802841495357,11.4576411270663,17.9101515993333,255.00514406917,42.7242548512411,33.0987792526254,0
Centrum Capital Ltd,CENTRUM,Diversified Financials,1032.4873156,25.8,-22.0287457990185,-5.88346053424383,-1.53966687088249,-9.1339595432046,6.01263417597269,-2.49639474607321,-22.2805702165442,,250.349758454106,245.038325281804
Everest Industries Ltd,EVERESTIND,Building Products - Prefab Structures,1032.24458968,709.3,18.2989645396206,11.7382664155734,6.3422284933694,4.59814150635801,6.76666727136829,9.85164656015651,118.109601935887,26.1353243944537,1.6322517207473,0.837758112094395
Entertainment Network (India) Ltd,ENIL,Radio,1030.15766815,209.95,-9.32185022305673,-12.8535870475482,-9.08466885062621,-37.9524692629989,17.1072309026203,-12.5180300844838,23.8679146319407,-24.0085601765405,0,0
Monte Carlo Fashions Ltd,MONTECARLO,Apparel & Accessories,1029.55429824,504.35,15.531064990798,11.5361188938969,7.17797124047123,10.3224902287485,19.1415262570539,21.1354894968779,120.075446045349,5.6066996730169,19.5881408399411,13.8522405601814
Jet Airways (India) Ltd,JETAIRWAYS,Airlines,1024.080407745,88.65,-6.73559857764404,,-31.4202906884167,-43.444965138873,-29.1485707540185,20.8738141501886,-29.526486409726,-28.1976589381159,,
Chemcon Speciality Chemicals Ltd,CHEMCON,Specialty Chemicals,1022.179711405,277.2,18.1205408864563,22.5612926448826,17.9252927437678,22.7340506992302,24.8086595485127,34.5665578527385,-50.1223150479355,,1.75860216573836,0.814272385422262
Urja Global Ltd,URJA,Renewable Energy Equipment & Servic,1020.94875,17.85,586.752155172406,1.03485190912336,0.342684956327367,1.1460940587538,1.68073117893272,2.16703991568965,135.309698669499,,2.84652027419542,1.74276751481352
Elpro International Ltd,ELPROINTL,Real Estate,1016.87478,60.3,51.5134133738602,12.0597489079635,4.38676415031445,24.9715370018975,60.1943462802258,58.5325743200506,32.7901368541629,3.00606428176111,114.285714285714,98.0623973727422
Zee Media Corporation Ltd,ZEEMEDIA,TV Channels & Broadcasters,1016.321605,15.55,13.4167868646865,16.8928336474025,8.27263096967248,11.4193110725861,11.2461987170786,31.9770860028642,124.986519283103,-15.4789225136543,59.5131121345991,46.9687000657956
Dhanvarsha Finvest Ltd,DHANVARSHA,,1015.20991044,129.65,780.930700338462,1.98367284657053,1.10647714699123,4.32468396540252,20.1239852501341,13.4730538922156,19.9453193188942,107.13749546466,80.6025422880593,77.7299569612652
Magellanic Cloud Ltd,MCLOUD,IT Services & Consulting,1012.2143268,405.55,568.659734157305,3.24728632673537,1.26312801589554,0.831464872944692,4.71149613601886,1.22851270553064,515.599067279916,19.5603736260999,132.977927422372,127.422371866816
Ge Power India Ltd,GEPIL,Construction & Engineering,1011.437301195,146.6,14.3547729377661,7.46259962401037,1.91397697577512,2.04498621390219,9.04067852254146,6.69017559135104,-61.5803437044917,-24.5294197967265,46.5903009345025,12.4634638343419
Shree Digvijay Cement Co Ltd,SHREDIGCEM,Cement,1011.30260434,69.35,18.7382361374838,18.3749553138246,13.301785648268,10.600227835173,13.9521053776866,21.8662843225832,-5.31600443089213,,0.0900263648639959,0.00643045463314257
S. P. Apparels Ltd,SPAL,Apparel & Accessories,1010.104569,401.9,23.4037203197406,8.07687629242183,4.78831987219312,6.60251801312547,16.293248417552,16.1728036225122,126.667783755066,-2.15930216318649,35.1765622452123,9.91248890257823
Nahar Capital and Financial Services Ltd,NAHARCAP,Asset Management,1009.12402342,599.7,16.5484424962283,6.64842293476957,6.03036940709938,67.6053215077605,69.8071362642817,93.7250554323725,427.600250685129,42.3916154654483,0.583663181299777,0
HCP Plastene Bulkpack Ltd,HPBL,,1002.342918885,581.55,15.7551543364508,,88.6689895470383,68.8975525232835,-33.2990150230893,54.0719081654754,9116.29558971655,56.3267754489581,144.524714828897,144.524714828897
United Drilling Tools Ltd,UNIDT,,996.17287719,498.15,30.4733214190884,18.2712461224604,15.9584075764603,22.3139931740614,30.9856552936038,29.1399317406143,75.1663660301617,,9.54421101533061,0.0671037010272011
Mac Charles (India) Ltd,MCCHRLS-B,"Hotels, Resorts & Cruise Lines",995.679952,779,1843.85176296297,0.699844479004664,0.236894055713972,1.69172932330827,44.5482347465611,46.9611528822055,296.070560134586,8.21205157936939,154.730863560088,150.768039240997
RPG Life Sciences Limited,RPGLIFE,Pharmaceuticals,994.077496575,588.7,24.851937414375,20.3551982087425,14.0321335859117,10.2550955005768,13.5856560668267,18.418151519036,35.4522841346652,5.9187859533645,0.933240933240933,0.341880341880342
Emami Paper Mills Ltd,EMAMIPAP,Paper Products,991.27693425,166.45,19.4139626762633,9.56197681604522,2.7554943943012,3.90056835543604,14.8372592619928,20.6280938703172,4.42985042725809,,168.277536796055,75.097319541764
KMC Speciality Hospitals India Ltd,KMCSHIL,Hospitals & Diagnostic Centres,980.956275,59.35,76.6971286161063,22.4405649618388,14.6196490826999,12.2310414076695,22.5111038762356,24.2899493162475,153.0622456977,35.403105897873,45.8866256118743,43.5496605084478
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,Commodity Chemicals,977.47,330.6,17.5236643958408,14.6108913743877,11.8423846121184,17.5524717580792,25.2404246669716,26.873092293653,-1.2871527987475,14.1939631864227,8.30893356757109,7.77322315483549
Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods & Meats,977.18413001,70.05,21.865834191318,13.8369842867095,2.96668536472837,0.53191299431666,2.35845399907989,1.87365727378225,210.474674538701,22.6392120205242,57.709123548658,10.9245157367461
Xchanging Solutions Ltd,XCHANGING,IT Services & Consulting,972.55444068,87.35,15.5758238417681,11.8730925374837,10.4241270795249,29.4987480512118,24.3308695530417,33.6892332404214,12.0743954340928,11.3405680165554,0.476884593928269,0.323921610970145
Vardhman Special Steels Ltd,VSSL,Iron & Steel,969.20901378,240.85,21.9278057416289,10.1260022909508,5.62001335071046,4.65243568691845,8.33933746765757,12.2436950023157,51.565710199872,15.4557882682568,41.4741929163855,24.0742756383743
Black Rose Industries Ltd,BLACKROSE,Conglomerates,967.98,189.5,35.2762390670554,34.1995388546146,19.0337460548677,7.21137420829939,8.31474307004973,10.7907807941973,3.57286147964093,49.236085820805,18.0019356920099,3.40896870631251
India Motor Parts & Accessories Ltd,IMPAL,Auto Parts,963.8928,790.55,18.2244809982984,4.44300703119093,3.93534105917148,9.54762076684236,10.4570317169996,12.2427612101957,-3.2033575327624,9.02986282196907,0,0
Shakti Pumps India Ltd,SHAKTIPUMP,Industrial Machinery,958.43323462,510.6,12.6810430619211,24.9537770734284,12.4812154239947,8.09701852308154,13.9923675301239,15.620882122923,-16.3039704457491,24.3112612287143,29.1565133143478,5.84539502656998
Precision Wires India Ltd,PRECWIRE,Electrical Components & Equipments,958.04616555,82.75,24.3777650267177,13.1251565500542,5.91026325485563,2.28105102473169,5.56092384273778,4.80587849485456,98.6689614352974,29.2964211483229,6.95459579180509,2.36671412751147
IFGL Refractories Ltd,IFGLEXPOR,Industrial Machinery,957.56451984,265.5,14.5992456142705,7.71901332203548,5.94252269556235,6.29190848481941,12.8272689687848,16.8698738548611,-28.6193451154509,6.16069715198586,7.15224202405417,2.45370526339431
Parag Milk Foods Ltd,PARAGMILK,FMCG - Foods,956.28225217,103,46.1972102497583,2.25085630402872,1.22756506243088,1.11574056606316,8.24104388625264,7.45390158844805,-11.2641464367616,-14.0548837361432,41.0563061607085,3.58997565022518
Tamilnadu Petroproducts Ltd,TNPETRO,Commodity Chemicals,952.34805229,109.7,7.54574163925203,23.5376395221977,17.1957599869203,10.6496443368126,10.9326228448029,17.2566259672098,107.778798985682,28.0215817957434,7.40327003148167,0
PC Jeweller Ltd,PCJEWELLER,"Precious Metals, Jewellery & Watches",951.75096732,20.5,15.3508220535484,1.49897308255353,0.785058562836342,2.17511805277819,10.2085813468838,15.3984325117,-40.1728261088,-37.5401582270155,56.5496532226519,2.12633891659308
Shalimar Paints Ltd,SHALPAINTS,Specialty Chemicals,951.45800005,127.1,-19.074939856656,-20.115336532645,-9.6012627161872,-13.5595063339314,-6.76288872953325,2.39493285489046,26.9513323772042,-2.96607201678138,58.5197471645672,10.7768861792262
3i Infotech Ltd,3IINFOLTD,IT Services & Consulting,950.14706962,54.55,2.42904967179671,39.3681530200937,25.9530183753156,30.2091378085323,22.6595225761822,39.7245991782768,565.776247965274,62.2596755593629,11.7272266351191,9.36623288828798
Welspun Specialty Solutions Ltd,WELSPLSOL,Iron & Steel,948.85958924,17.4,10.1808968802575,136.177673874927,29.6338690958808,40.060176230389,5.85912799008245,50.9649688373093,35.7337086982583,28.7409854449866,134.916917586707,114.363778298204
Pitti Engineering Ltd,PITTIENG,Industrial Machinery,945.316726165,284.55,32.8691490321627,12.9669289208504,4.43378991914038,5.30588148476128,15.1524743018236,18.1794701498044,303.28223543764,35.4549249691448,134.687645786505,43.3563764366597
National Peroxide Ltd,NATPEROX,Commodity Chemicals,940.352875,1641,44.3981527384325,2.26659817644792,1.82491814578666,9.29803766627156,35.0989230493267,18.6399754159533,-40.2722150571597,12.0276243624946,11.6885551712178,0
Uniphos Enterprises Ltd,UNIENTER,Fertilizers & Agro Chemicals,940.25987848,136.9,38.4564367476483,1.15534008108645,1.13982559969045,89.4621295279912,87.6111997595049,85.7299670691548,48.7417055209634,14.97079054251,0,0
Themis Medicare Ltd,THEMISMED,Pharmaceuticals,938.5195427,1023.5,26.2890628207283,17.7815410668924,9.90236325307888,14.6449522090495,16.5775637031193,25.6758419821963,231.380453533089,11.4325449813361,39.8974875291749,10.6997391423734
Srikalahasthi Pipes Ltd,SRIPIPES,Building Products - Pipes,937.703872,200.8,9.04595670461126,7.1412086871157,4.41033190236513,6.64943262365852,17.6142964281773,15.2174889186814,-1.25745949826615,-11.3475872673552,20.1983860121049,9.55010087424344
Capital India Finance Ltd,CIFL,Diversified Financials,932.81112,120,96.9658128898133,1.71300871640089,1.09555344239518,1.6600231229832,16.0729840097111,5.07670273161808,-28.0253575393131,49.0729096809486,48.4611774171919,47.8225157570069
Saksoft Ltd,SAKSOFT,IT Services & Consulting,931.9591029,929.85,20.5051507788779,19.528648462844,13.5961828978267,11.6568350859195,16.073893703259,17.5711720954091,135.722507274685,29.208573417665,10.2356434879864,7.71337112885186
Pearl Global Industries Ltd,PGIL,Apparel & Accessories,930.24945478,429.3,53.8338804849539,3.31135980377126,1.35634728141851,1.12369049089927,6.97343256175009,6.69272137287926,129.355793419819,25.6448484218013,82.9538809770819,35.8257097048005
Sigachi Industries Ltd,SIGACHI,Commodity Chemicals,925.656675,299.4,30.5901082286848,38.1156316916488,24.9515563801278,15.4379878577623,18.145571492571,21.4478853119739,-16.098752034726,,22.2186836518047,2.00636942675159
Ashapura Minechem Ltd,ASHAPURMIN,Metals - Diversified,923.55215931,102.5,10.5572949166667,22.4241569793522,4.3163976730531,7.04994922876069,7.87537926626081,17.3315281337137,-18.1532193065846,9.79186103335392,152.780337233945,127.204459596425
Hexa Tradex Ltd,HEXATRADEX,Commodities Trading,918.443204,160,96.373893389297,1.31111906006659,1.09457193393518,2443.58974358974,-2043.4079915459,2635.89743589744,125.228548116104,54.7136226309172,0.291252550516685,0.291252550516685
Dredging Corporation of India Ltd,DREDGECORP,Dredging,917.42,321,-5.32115306536744,-11.6008828001992,-7.24063423269058,-22.4808324205915,17.4025820541325,-4.06952485265739,-21.5757838368461,-14.2756424537531,30.4239294782187,20.961116024306
Rushil Decor Ltd,RUSHIL,Building Products - Laminates,917.380364815,445.45,66.9620704244527,5.56299995939415,1.71870883566885,4.01429910923581,14.0630136662065,11.9549929676512,54.1477604819948,-7.6791023799914,143.291436359506,111.762701597638
Indian Hume Pipe Company Ltd,INDIANHUME,Water Management,917.34716395,188.85,21.8312033305568,7.1754851819913,2.1403285368649,3.31215613324296,11.5041931004574,12.0276512225498,-11.8481310024323,-13.107673108138,92.8737387148168,6.31804301646308
Uttam Sugar Mills Ltd,UTTAMSUGAR,Sugar,912.6452116,241,15.2718408902277,19.1808961355757,3.37042530751745,3.27057793345007,13.7035650198494,12.293673380035,153.174990982034,19.4627512854533,242.565468264536,52.4219559106377
Vegetable Products Ltd,VEGETABLE,Agro Products,906.906,87.2,-6046.04,-0.235608261996387,-0.224836993179945,-34.8837209302326,17.153206483439,-11.6279069767442,2839.8334513551,94.0400797924126,4.24929178470255,4.24929178470255
Bajaj Healthcare Ltd,BAJAJHCARE,Pharmaceuticals,904.951535999994,369.9,10.8885998796775,38.0941467662832,19.1372025282936,12.5186401361671,14.6867202440941,21.5818885658769,44.9724432624654,35.4104534237266,70.0011609457838,30.8463294764134
Arihant Capital Markets Ltd,ARIHANTCAP,Diversified Financials,904.0114424,412.65,26.0747459590424,20.9031713493308,8.70514977276722,29.7290344709312,30.3870552108862,38.5954381752701,459.023199184786,51.0374028712719,30.8934160672121,0
Balu Forge Industries Ltd,BALUFORGE,Industrial Machinery,903.32831148,121,118.391652880734,19.5967638371646,6.66346447753375,5.1784987104656,27.597680346289,11.8772906203339,-59.5566959599596,24.4703954756809,107.327141382869,16.0732714138287
Ramco Systems Ltd,RAMCOSYS,IT Services & Consulting,900.99905004,296.25,16.1556221990317,8.83303240520764,5.81185714732333,8.70168978483718,17.8409218452519,29.2427954002902,-64.9064244038292,-3.32651482303232,9.59303657326105,7.95907459723601
TAJ GVK Hotels and Resorts Ltd,TAJGVK,"Hotels, Resorts & Cruise Lines",897.571900925,142.2,-22.4561396278459,-10.3312353800225,-5.54076908148271,-41.2870571221981,19.5525210964858,0.485487036463174,10.1329390438359,2.20635077987448,61.202528197025,49.1445540238653
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches",893.0871305,394.85,32.6063209382988,32.8456649478353,8.25310734463272,2.24825163345043,3.96098945946849,4.21824211182978,226.950770119922,,160.564541052848,10.6418048830741
DISA India Ltd,DISAQ,Industrial Machinery,888.148432725,6500,36.7763326180124,13.5301697574094,9.46260995631134,12.4202838922032,15.9025806497487,18.9158609339642,25.1395822220888,5.81407878207771,0,0
Lumax Industries Ltd,LUMAXIND,Auto Parts,887.00628948,934.85,48.8708699438017,4.00260224278043,1.37210506620501,1.24935467217346,9.81239328791661,8.72896231285493,-59.4909225515445,-7.21816425038329,73.436278342455,7.86421683606984
Apex Frozen Foods Ltd,APEX,Packaged Foods & Meats,881.09375,295.6,19.898232836495,10.5973578403217,6.90106601832804,5.36070991876612,11.4686337342208,11.9199525429474,16.7253324406728,,38.179255149834,6.37988267927788
Kellton Tech Solutions Ltd,KELLTONTEC,IT Services & Consulting,877.629301,89.3,12.3401195303712,16.9962599624801,10.5335653719406,9.11409275562903,14.7401712097043,14.4169774326247,6.14628561072234,7.16873795824513,25.9618585628002,7.28349265230418
Cerebra Integrated Technologies Ltd,CEREBRAINT,Technology Hardware,877.39012968,73.8,516.111840988234,0.567338016653041,0.408565454589152,2.42545298901413,9.60973734708164,12.5267513197318,25.4161089432222,13.431261571322,6.08223585000503,0.0703729767769176
Andhra Petrochemicals Ltd,ANDHRAPET,Commodity Chemicals,870.9589,104.05,11.3895501503858,29.0109639971168,19.5156186198449,13.4172018107169,13.2981683890253,24.7569919640664,56.4551451460369,30.5388995208272,26.0939712225478,23.6047545355767
Arvind Smartspaces Ltd,ARVSMART,Real Estate,869.833639815,202.75,99.4095588360002,2.6733474893448,1.01551120834228,5.78895137280846,29.0019876592888,28.117763810784,96.4274534160078,20.5466141221857,54.0610804788161,47.0073993657687
Quint Digital Media Ltd,QUINT,Shipbuilding,869.77576276,413.75,-470.149060951351,-5.61541963879193,-3.99913532209252,-8.48623853211009,-20.7083541967448,7.38532110091743,15.6687638888409,136.434036070561,53.4449452672247,7.63039278815197
Ador Welding Ltd,ADORWELD,Industrial Machinery,869.689956985,628.75,-83.7851596324663,-4.28094197220275,-2.55454243419838,-2.28096776320127,7.96626732900723,1.15806359461182,88.6724578659417,15.7463924571013,11.7874884230024,0
Mangalore Chemicals and Fertilisers Ltd,MANGCHEFER,Fertilizers & Agro Chemicals,866.93832225,80.35,12.9200942213114,11.6408174594914,2.79581585948422,3.09112602672834,8.00000562254263,10.7198960718284,-11.3399515132136,9.90808249673187,145.512630504232,24.3981161281823
Aditya Vision Ltd,AVL,Retail - Speciality,860.03775,709,34.8475587520259,51.3257772694188,9.05223004694836,3.29198346005069,3.25354599864899,5.77697745764973,256.079725655563,109.662923537076,148.135116115412,18.0858550316678
Shree Global Tradefin Ltd,SHRGLTR,Commodities Trading,857.413342554,6.55,708.606068226446,0.378337815020949,0.372737774355025,61.734693877551,-51.5405250475177,-11.2244897959184,149.083434200092,19.3920769215109,0.64766443650139,0
Capacite Infraprojects Ltd,CAPACITE,Construction & Engineering,856.451234655,125,556.137165360442,0.166062801932352,0.066817222355995,0.169506450050616,17.4136160047205,18.1658081275041,-52.46932978988,,31.3763700178721,9.18261880665791
Associated Alcohols & Breweries Ltd,ASALCBR,Alcoholic Beverages,854.513388,486,14.7431571428572,25.9270856631626,19.2152767417574,13.1625562065676,16.5952064681963,21.3516827905709,1.64806807429886,-27.0750774386972,4.46332843584958,1.1674542349998
Rane Holdings Ltd,RANEHOLDIN,Auto Parts,853.313254885,595.7,-16.8739026079691,-4.96180771891269,-2.28093321155127,-2.43010504666072,10.1510863102879,4.2777921940624,-18.578902644532,-7.84483388782092,67.0643858687932,31.5689616687973
Allsec Technologies Ltd,ALLSEC,IT Services & Consulting,850.98431547,547.85,24.2307606910592,14.2419757091587,11.540673315479,12.5280918916991,21.3010992913546,24.8813897906039,62.5285710823265,7.33789259520536,8.2226916113458,2.44417622208811
Balmer Lawrie Investments Ltd,BLIL,Conglomerates,848.60159387,379,10.6447766416207,4.59774092433509,3.18452000511312,4.84490470633994,48.6566273094642,13.209840528977,-37.1815214256682,-0.274765373788044,7.25135561014043,6.62916531491866
Sanghvi Movers Ltd,SANGHVIMOV,Business Support Services,846.2804,191.6,-37.7466726137376,-3.12380262360409,-2.18737042366888,-8.86060941390352,47.645688278552,46.0222108050429,64.5707434862547,-5.07919597713997,27.7672778561354,21.0028208744711
Arshiya Ltd,ARSHIYA,Logistics,845.839825875,32.05,-2.29697975742722,,-12.2410039059254,-134.134702946855,31.8618511738702,50.0054638837285,-6.19807359413474,-7.92259265505475,,
Shri Jagdamba Polymers Ltd,SHRJAGP,Textiles,842.12549,955,20.5848323148375,36.3676771268557,24.3685966166309,16.5795339412361,18.6264008577979,25.6818642350557,63.36192634543,3.60935366243063,32.3919264949541,16.516041572526
Anup Engineering Ltd,ANUP,Textiles,841.87398,855.25,15.73302149131,16.213431908737,12.5491023791935,18.9295316258667,,26.004669591057,32.1376635992111,,0,0
WPIL Ltd,WPIL,Industrial Machinery,840.7502464,843.55,9.98871624569323,15.7152325917904,5.77119544722137,8.14984798311354,15.1923444118253,18.2652646255737,29.4161694764005,15.0765702309789,46.7519918630276,25.3483641295135
Dhunseri Ventures Ltd,DVL,Commodity Chemicals,840.594096,241.6,3.61903860162742,16.366954634497,13.7765163984259,61.0979587542088,31.7788510308822,81.2657828282828,146.082474226804,26.3424361257411,4.53248613966237,3.1844515043917
Sree Rayalaseema Hi-Strength Hypo Ltd,SRHHYPOLTD,Commodity Chemicals,836.78502375,494.25,13.8174541570343,17.3144825811617,12.5670529887216,6.60083273385217,13.9403084825346,14.9238113923223,81.2460273623593,33.1043922127887,18.4318375132098,2.31203443565224
SMC Global Securities Ltd,SMCGLOBAL,,833.23522425,74.85,8.33818897478234,13.7131800498137,4.68710424855302,11.0747849986701,13.2703892784349,17.0571415905665,-8.55564858645012,,63.564630067284,23.581677062751
Foseco India Ltd,FOSECOIND,Specialty Chemicals,832.28333688,1302.55,25.4754617961433,8.71652920573948,6.03040606558019,9.50759559979046,14.2389806984089,14.3181421337524,-7.47597756947978,-0.183242308232734,0,0
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,Fertilizers & Agro Chemicals,831.385485,1000.5,35.6511786020583,16.1989441511531,9.35700672083458,7.29684908789386,8.65199729502165,15.2007259300979,95.8940438122917,43.3991674001074,39.9409044193217,12.3458376156218
Music Broadcast Ltd,RADIOCITY,Radio,827.917071875,23.45,-34.2255920576685,-3.89671058990303,-3.59852429264229,-16.9742474212336,27.9016073486332,2.58929197951021,-17.3619099294628,-16.2164221571643,3.84243239254145,3.02737097594175
KPI Global Infrastructure Ltd,KPIGLOBAL,,826.92659,449.8,37.7075508435932,20.1266519823789,6.19771648202578,21.0987107946893,55.5049384488708,56.5133730998653,701.719429783456,,200.191794529686,173.765843895931
Reliance Communications Ltd,RCOM,Telecom Services,823.276215,2.95,-0.142164775513728,,-12.0887608550434,-743.388960205392,-741.047755623399,-718.870346598203,52.4726765367026,-40.0984424070859,,
FCS Software Solutions Ltd,FCSSOFT,Software Services,820.585488,4.6,-66.605964935065,-4.07697271538958,-3.63330728283469,-33.5146898803047,2.89130426275196,-12.5952121871599,541.044105108131,72.6343903343116,8.2030598980034,7.28309056364788
Future Lifestyle Fashions Ltd,FLFL,Retail - Apparel,820.21486281,37.15,-0.878785946118819,-79.8123872313863,-13.8021239610698,-40.1082042731664,9.08171850594957,1.2784261821682,-58.5910120966455,-30.6802902618248,421.300838514631,277.907706348754
Medicamen Biotech Ltd,MEDICAMEQ,Pharmaceuticals,818.939781,689.75,67.5135845836769,9.54704655464169,6.46433424818141,10.6900502335419,16.4764125227669,18.0047589671279,4.59241156982345,6.99052566012925,14.1620889457446,4.81601324403642
HDFC Nifty 50 ETF,HDFCNIFETF,Equity,818.79820692,183.77,,,,,,,1.3937356578768,14.7415015234309,,
SMS Pharmaceuticals Ltd,SMSPHARMA,Pharmaceuticals,815.1990489,107.5,13.0410982066869,16.4766661834285,8.80360537990284,11.0320849952349,20.0768784536926,21.986516536656,-29.9264073453472,4.27456717994454,62.012520400458,37.0009499914744
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,Specialty Chemicals,814.852054975,278.5,28.571250174439,8.84108064541129,6.17804109307137,7.88607769943316,15.5601457148673,13.8089312871561,86.667902497491,8.84480513189454,16.8741518673668,2.48097232875096
Ncl Industries Ltd,NCLIND,Cement,813.7378921,174.6,5.59462284015125,24.3812493190181,11.8631073266616,8.27770284498017,13.2006414666055,16.548576371697,-6.59734093406746,0.0114586917183246,48.1645855273056,35.5904919512562
Zota Health Care Ltd,ZOTA,Pharmaceuticals,813.43337191,318.05,-3873.49224719081,-0.310811810848785,-0.241434812600577,-0.192554557124502,9.85500860828592,2.67742527049332,99.1635153087596,6.17619643179739,0,0
